review_text,rating
'd all had bad weeks,but
'd all had bad weeks but,all
'd all had bad weeks but all,can
'd all had bad weeks but all can,say
decided,to
decided to,go
decided to go,for
decided to go for,a
decided to go for a,cocktail
decided to go for a cocktail,in
decided to go for a cocktail in,and
decided to go for a cocktail in and,were
",",you
", you",get
", you get",what
", you get what",'s
", you get what 's",written
", you get what 's written",on
", you get what 's written on",the
", you get what 's written on the",tin
dear,friends
dear friends,in
dear friends in,took
dear friends in took,me
dear friends in took me,to
dear friends in took me to,the
dear friends in took me to the,last
dear friends in took me to the last,.
close,to
close to,this
close to this,branch
close to this branch,in
close to this branch in,","
"close to this branch in ,",and
"close to this branch in , and",wanted
"close to this branch in , and wanted",a
we,had
we had,pork
we had pork,summer
we had pork summer,rolls
we had pork summer rolls,which
we had pork summer rolls which,were
we had pork summer rolls which were,good
we had pork summer rolls which were good,","
am,a
am a,regular
am a regular,-
am a regular -,we
am a regular - we,'ve
am a regular - we 've,used
am a regular - we 've used,them
am a regular - we 've used them,as
lunch,at
lunch at,barley
lunch at barley,mow
lunch at barley mow,duke
lunch at barley mow duke,street
lunch at barley mow duke street,i
lunch at barley mow duke street i,had
lunch at barley mow duke street i had,a
have,been
have been,visiting
have been visiting,this
have been visiting this,cafe
have been visiting this cafe,frequently
have been visiting this cafe frequently,since
have been visiting this cafe frequently since,it
have been visiting this cafe frequently since it,first
came,here
came here,with
came here with,family
came here with family,and
came here with family and,were
came here with family and were,seated
came here with family and were seated,in
came here with family and were seated in,a
thoroughly,enjoyed
thoroughly enjoyed,my
thoroughly enjoyed my,first
thoroughly enjoyed my first,visit
thoroughly enjoyed my first visit,to
thoroughly enjoyed my first visit to,this
thoroughly enjoyed my first visit to this,excellent
thoroughly enjoyed my first visit to this excellent,little
last,evening
last evening,and
last evening and,was
last evening and was,so
last evening and was so,happy
last evening and was so happy,booked
last evening and was so happy booked,a
last evening and was so happy booked a,table
lovely,and
lovely and,food
lovely and food,fantastic
lovely and food fantastic,.
lovely and food fantastic .,on
lovely and food fantastic . on,overdrive
lovely and food fantastic . on overdrive,with
lovely and food fantastic . on overdrive with,all
is,your
is your,classic
is your classic,english
is your classic english,pub
is your classic english pub,with
is your classic english pub with,good
is your classic english pub with good,beer
is your classic english pub with good beer,","
here,when
here when,it
here when it,was
here when it was,very
here when it was very,busy
here when it was very busy,but
here when it was very busy but,the
here when it was very busy but the,staff
went,to
went to,last
went to last,.
went to last .,the
went to last . the,restaurant
went to last . the restaurant,was
went to last . the restaurant was,really
went to last . the restaurant was really,busy
went,for
went for,lunch
went for lunch,with
went for lunch with,some
went for lunch with some,work
went for lunch with some work,colleagues
went for lunch with some work colleagues,and
went for lunch with some work colleagues and,yes
visited,for
visited for,the
visited for the,first
visited for the first,tome
visited for the first tome,tonight
visited for the first tome tonight,and
visited for the first tome tonight and,it
visited for the first tome tonight and it,was
the,upstairs
the upstairs,restaurant
the upstairs restaurant,at
the upstairs restaurant at,the
the upstairs restaurant at the,(
the upstairs restaurant at the (,not
the upstairs restaurant at the ( not,really
the upstairs restaurant at the ( not really,been
friend,&
friend &,went
friend & went,to
friend & went to,for
friend & went to for,pizza
friend & went to for pizza,.
friend & went to for pizza .,food
friend & went to for pizza . food,was
a,great
a great,meal
a great meal,for
a great meal for,family
a great meal for family,of
a great meal for family of,.
a great meal for family of .,service
a great meal for family of . service,was
creative,and
creative and,innovative
creative and innovative,dishes
creative and innovative dishes,by
creative and innovative dishes by,a
creative and innovative dishes by a,really
creative and innovative dishes by a really,talented
creative and innovative dishes by a really talented,chef
husband,and
husband and,walked
husband and walked,about
husband and walked about,hours
husband and walked about hours,(
husband and walked about hours (,because
husband and walked about hours ( because,we
husband and walked about hours ( because we,are
and,for
and for,myself
and for myself,and
and for myself and,a
and for myself and a,for
and for myself and a for,my
and for myself and a for my,little
and for myself and a for my little,one
read,that
read that,this
read that this,place
read that this place,has
read that this place has,an
read that this place has an,issue
read that this place has an issue,with
read that this place has an issue with,rats
first,time
first time,dined
first time dined,here
first time dined here,it
first time dined here it,was
first time dined here it was,for
first time dined here it was for,a
first time dined here it was for a,sunday
usual,menu
usual menu,","
"usual menu ,",food
"usual menu , food",cooked
"usual menu , food cooked",well
"usual menu , food cooked well",.
"usual menu , food cooked well .",efficient
"usual menu , food cooked well . efficient",","
's,best
's best,eatery
's best eatery,.
's best eatery .,high
's best eatery . high,quality
's best eatery . high quality,food
's best eatery . high quality food,and
's best eatery . high quality food and,delightful
going,to
going to,try
going to try,and
going to try and,keep
going to try and keep,this
going to try and keep this,shore
going to try and keep this shore,as
going to try and keep this shore as,it
visited,this
visited this,venue
visited this venue,for
visited this venue for,a
visited this venue for a,bridal
visited this venue for a bridal,shower
visited this venue for a bridal shower,","
"visited this venue for a bridal shower ,",we
went,on
went on,a
went on a,evening
went on a evening,about
went on a evening about,my
went on a evening about my,surprise
went on a evening about my surprise,one
went on a evening about my surprise one,of
of,us
of us,had
of us had,.
of us had .,out
of us had . out,on
of us had . out on,a
of us had . out on a,big
of us had . out on a big,plate
were,served
were served,by
were served by,who
were served by who,is
were served by who is,really
were served by who is really,friendly
were served by who is really friendly,and
were served by who is really friendly and,super
